ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88353,UNNAMED,0.1711665866289801,0.3710726233501491,-1.070215877035529,0.4922682743220829,0.0,0.0,0.0,0.1346973738777888,0.538698094438495,-0.35065085188470113,0.042474919850835326,M,M,1,XS,0,-0.14960897614528634
88357,UNNAMED,0.24721494704192898,0.4515088037208852,-1.0455549848457706,0.5008689107866563,0.0,0.0,0.9924419012320252,0.1346973738777888,0.442655832886216,-0.36655778824069674,0.16922280071369922,M,M,1,XS,0,-0.11101880661242419
88362,UNNAMED,0.2525175599209491,0.8095722758924292,-1.070215877035529,0.4922682743220829,0.0,0.0,0.0,0.1346973738777888,0.8156036376439345,-0.3362114079622511,-0.5472347434236969,M,L,1,XS,0,-0.13715640405819046
88370,UNNAMED,0.046098697453694444,-0.07653566405510862,-1.0180910506590561,0.5023439750365738,0.0,0.0,0.0,0.1346973738777888,0.6342477339753279,-0.3393245784746057,-0.46449775944348826,M,M,1,XS,0,-0.1736554040757738
88377,UNNAMED,-0.07727956792521963,0.12333869190794848,-0.9162719905457699,0.21403505134209294,0.0,0.0,0.0,0.11750744386173327,0.844298687048872,-0.32102473954864114,-0.3721686939135186,M,L,1,XS,0,-0.15242053659430813
88385,UNNAMED,0.3435128946279643,-0.14731894774976317,-0.9094318516575773,0.18006465706551342,0.0,0.0,0.0,0.11111739634760641,0.8959420169980215,-0.31568042605379826,-0.8995982298996995,M,L,1,XS,0,-0.14836204641303716
88410,UNNAMED,-0.9092114467681115,0.8089581143787783,-1.2374462223079306,0.04665510990360423,0.0,1.2244685735210872,1.2261505772296981,0.10439654884147542,0.7379194149436485,-0.22556778314602433,0.5057481342788949,S,M,1,S,0,-0.10101056125947869
88411,UNNAMED,-0.8365660541836121,0.7495956723549444,-1.220098428895518,-0.0063319764379934935,0.0,0.0,1.1303994035049578,0.10268255982650709,0.670903789383227,-0.21774080674097795,-0.31517032663321415,S,M,1,XS,0,-0.1715637054654744
88427,UNNAMED,0.21280951725683248,0.6747142933765568,-0.6857096291781181,0.13157333045436495,0.0,0.0,0.0,0.07853213394810894,0.5911539213224815,-0.29653170035660453,-0.47431108746723855,M,M,1,XS,0,-0.1526474474837183
88433,UNNAMED,-0.906156228993427,1.053503955298524,-1.2175434358712378,-0.03679305158507192,0.0,0.0,1.1706376065053736,0.10265580903280394,0.650841702905738,-0.21490913848235074,0.5887634514286508,S,M,1,S,0,0.03090172399505275
88440,UNNAMED,0.10133977291595868,0.5269384666157577,-1.0354584713149104,0.21621332136165605,0.0,0.0,0.0,0.08481537447295848,0.9947057772923942,-0.25115448255715683,-0.22439626351326272,M,L,1,XS,0,-0.15907205843541763
88447,UNNAMED,0.02113154823077731,-0.08341075225387598,-1.0354584713149104,0.21621332136165605,0.0,0.0,0.8950791693931207,0.08481537447295848,0.9600970677644403,-0.23258723466808595,-0.48826739448114104,M,L,1,XS,0,-0.1972346810939985
88449,UNNAMED,-0.21422578933637684,0.5049028383772075,-1.0354584713149104,0.21621332136165605,0.0,0.0,0.8822291986216699,0.08481537447295848,1.031249107900325,-0.24217804965429818,-0.2390802650973709,S,L,1,XS,0,-0.1784934770782159
88453,Marajo,-0.07328971518694664,0.6979737201112345,-1.2902628692501519,0.5607303414510314,0.0,0.0,1.0,0.0946718299283258,0.7889603259942657,-0.18813456883129023,-0.5707124484070936,M,M,1,XS,0,-0.1673085585200685
88454,Marajo,-0.9036649310801113,0.7765033413260471,-1.2497023627768786,-0.07724062897203118,0.0,0.0,0.924545949897926,0.0789705213274864,0.41028405185633593,-0.19861987567017764,0.09782823601969545,S,M,1,XS,0,-0.14124137539205694
88455,UNNAMED,-0.802436104174851,0.9074017169497822,-1.284474007984326,0.1737232175739096,0.0,1.1698027965442028,1.1825400779762338,0.07750651355121137,0.44867855791309796,-0.21159253302292544,-0.5597971432299718,S,M,1,XS,0,-0.11416466863240704
88460,Marajo,-0.0400827814032501,1.0192324859745052,-1.2921929273673536,0.5329695755010366,0.0,0.0,0.8786671167390103,0.0946718299283258,0.7303522137613557,-0.17490281612954894,-0.5648499114710075,M,M,1,XS,0,-0.13722847048661693
