ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88562,Marajo,-1.2867679446638216,0.6679342627625282,0.8507701706234878,0.22926984715235146,0.0,0.0,2.126536076154894,0.08069970713436934,7.043726763261867,-0.03111399097328925,0.3049931112711462,S,M,1,XS,0,-0.14664750792346248
88565,Marajo,-1.0289440847797582,0.7053848808715101,0.8033154501593215,0.08824716133936697,0.0,0.0,1.9178795898499532,0.08421738422306513,7.041530412766305,-0.05227112203576546,0.08208130725468075,S,M,1,XS,0,-0.12667367997935736
88566,Marajo,-1.01880756572747,0.8170254631977897,0.8055950152424478,0.1194563463531664,0.0,0.0,2.0975017052931384,0.08196945154715968,7.053608264546247,-0.0339037650299207,0.64073753401685,S,M,1,XS,0,-0.14269587371653752
88576,Marajo,-1.431971900945234,0.9597153917412005,0.7892942077440529,0.2926193108332909,0.0,0.0,2.5500806755382626,0.07315668757240634,7.025914319223949,-0.05266381660074407,1.0890617829338238,S,M,1,M,0,0.4617323590186379
88580,Amazon Delta,-0.9883919128759725,0.8502319316857668,0.8646482945314145,-0.004310376632505395,0.0,0.0,1.7524058764114439,0.07591987886057859,7.205698685743256,-0.10550645711697211,0.7635477842875321,S,M,1,XS,0,-0.1395503521327738
88582,Amazon Delta,-0.8677395337834373,0.5300811536575935,0.943078555722655,-0.12893169549365113,0.0,0.0,1.9308749783685857,0.0911398028494219,7.2593793186869515,-0.07119870247897915,0.41060548109974304,S,M,1,XS,0,-0.17077702528986313
88587,Amazon Delta,-0.9925081410607517,0.9520579449891735,0.93590523794312,-0.07734221197658842,0.0,0.0,2.262975472645304,0.0843870775646496,7.288817888731811,-0.07490294424876359,0.724181071701584,S,M,1,S,0,0.12922212859560234
88588,Amazon Delta,-0.8837560106348972,0.5924538998253038,1.0369204072095421,-0.1304673744116468,0.0,0.0,1.7851288154659777,0.0911398028494219,7.2864753916626315,-0.045894793256298125,-0.045462111990850325,S,M,1,XS,0,-0.16792259509341587
88591,Amazon Delta,-1.0573227454706713,0.7899927184613261,0.8770356920816615,-0.07943890628212794,0.0,0.0,2.1560743144334804,0.09206405814343022,7.128280859882307,-0.05371683947961209,-0.03559316133473186,S,M,1,XS,0,-0.14785448778695456
88602,Amazon Delta,-0.789610915337583,0.6995936060696927,1.2900618001394006,0.0036201380441609936,0.0,0.0,1.8028524130614745,0.08191322162470734,7.345707103269024,-0.061008442878024365,-0.548094189206429,S,M,1,XS,0,-0.1802107746945915
88605,Amazon Delta,0.7133454171377785,0.6351146612756274,1.3195051528405195,0.061379250078364686,0.0,0.0,1.82375033760928,0.05054114007285362,7.111400100251202,0.04779725012778711,-0.11749735141669879,M,M,1,XS,0,0.2862060415714784
88614,Amazon Delta,0.583031795944456,0.660174855574214,1.312919923748106,-0.034498705563337013,0.0,0.0,1.9523239243832753,0.05054114007285362,7.295825450861129,0.06567098703057853,0.4823607540142873,M,M,1,XS,0,0.29110962166766424
88655,UNNAMED,0.01582191205310012,-0.5396941334828328,1.2675102279000858,0.017494587323780987,0.0,0.0,1.6527379485896911,-0.0672369395709764,6.06588204420961,-0.42484153016882903,-0.19232800648719775,M,S,1,XS,0,-0.1858033095906218
88659,Patia Delta,-0.6312617355446326,-0.34142472468917834,1.4671206020801306,0.21744810505228834,0.0,0.0,1.7457290041695464,-0.045650903212800846,6.0545739530759395,-0.39625301604381324,-0.029746840330741767,S,S,1,XS,0,-0.18429221218663439
88665,UNNAMED,-0.5577974145194253,-0.38681473401928274,1.7140929785942307,0.0662047637721728,0.0,0.0,0.0,-0.05939362466872513,6.1875237402094525,-0.43755660869801055,0.07786699083358617,S,M,1,XS,0,-0.18480730407373708
88906,UNNAMED,-0.6179526293147662,-0.5291364959678281,0.8347513071300103,-0.04116970327383257,0.0,0.0,1.8020150982362895,-0.015859549415220064,6.226070314190253,-0.14355545843334833,0.7227727756016025,S,M,1,XS,0,-0.0923919151801242
88909,UNNAMED,-0.03310361338675876,-0.6273748701836198,0.9758859948965432,-0.026676100723456678,0.0,0.0,0.0,-0.0175010557577882,6.1704989099503775,-0.1508761344083972,-0.5759273542152904,M,M,1,XS,0,-0.17918364331473313
88923,UNNAMED,-0.44351701152981043,-0.6316185499333916,0.8072962979660272,-0.010414122238172754,0.0,0.0,2.022975601275198,-0.0175010557577882,6.0888395119414795,-0.07173455004551584,0.2295762165751393,S,S,1,XS,0,-0.1064183409430968
88942,UNNAMED,-0.27088048984810625,-0.876406826575445,0.7524962773021111,-0.23545408059245954,0.0,2.924750250936509,1.5026764234967793,0.04703315890900084,6.16869823469532,-0.23506508693028116,0.37410396431585596,S,M,1,M,0,2.132841966335863
89035,Mata-Mata,-0.8728115414455965,-0.44840751935815865,1.1250125176287626,0.09879936372150724,0.0,0.0,0.0,0.10076337814047952,7.946619464693846,-0.4574130126031217,0.6374905754136138,S,L,1,XS,0,-0.1734282806273584
89036,Orinoco Delta,-0.33419164320975914,0.9778169209568853,1.9498975254243012,-0.03263405331379858,0.0,0.0,1.7374113075202466,-0.013509075162124635,7.523301762318841,-0.3727616487676854,-0.5868958423500881,S,M,1,XS,0,-0.19303048864364122
89038,Orinoco Delta,-0.9521306011653591,0.9020490981849315,1.4510848921699215,0.012220628985016408,0.0,0.0,1.822301637074989,-0.013509075162124635,7.47265450115597,-0.3850465929717858,-0.5069361565913026,S,M,1,XS,0,-0.1752628303922039
89040,Orinoco Delta,-0.2650000398487359,0.8451007860003821,2.053133973639545,-0.08668350669051025,0.0,0.0,0.0,-0.01428260178688199,7.471880588618404,-0.3801431283554199,0.27512314466001964,S,M,1,XS,0,-0.16514122725843108
89041,Orinoco Delta,0.09951546163886928,1.078791689137073,1.5129106370770502,-0.0077304520984019034,0.0,0.0,0.0,-0.014316159467681285,7.424723407278916,-0.3982958416575009,-0.5055072620332535,M,M,1,XS,0,-0.1693184619359324
89071,Orinoco Delta,-1.0853274763180945,0.8407069416680042,3.2918128686414647,-0.5479118211296482,0.0,0.0,1.7419500582801903,0.0042823887101022745,7.855678928881964,-0.4606676327929431,0.09446382411221213,S,L,5,XS,0,-0.19889216626277273
89505,Moose Factory,1.0386103267987135,-1.067039624117513,1.3822012537741069,-1.229881308555869,0.012534516133197462,0.0,0.0,-2.8534733610362366,6.289960447830712,1.998428214238535,-0.5031131042151744,L,M,1,M,0,0.4136638219915329
